answer,question
"Yes. In order to fulfill the request to show the breakdowns by source, that requires customizing the workflow (process) on the TotalAgility side. The job source must be set at some point after the job is created, via variables and use of TA's UpdateJobSource() method in the TotalAgility.Sdk.JobService class (API). There are several ways to implement that, but it is custom development effort.",Can TAfTA / KAfTA show data based on job sources?
"At the time of this KB article being created (03/2025), there is no method to change this URL as it is hard coded.
The following Enhancement Request has been submitted below.
ER 2186722 - Request to have a non EU Document Library EndPoint
If this is a business requirement, open a new support case and reference either this KB article or Enhancement Request number.",Is there a way to modify the Tungsten Document Library EndPoint URL in Transformation Designer
"Issue:
How to resolve an issue where the following MSDTC error occurs when trying to restart a completed job?
Message : The MSDTC transaction manager was unable to pull the transaction from the source transaction manager due to communication problems. Possible causes are: a firewall is present and it doesn't have an exception for the MSDTC process, the two machines cannot find each other by their NetBIOS names, or the support for network transactions is not enabled for one of the two transaction managers. (Exception from HRESULT: 0x8004D02B)
Solution:
Follow the solution from the following article:
Resetting conflicting DTC CIDs with PowerShell",How to resolve an issue where the following MSDTC error occurs when trying to restart a completed job?
"Issue:
Is it possible to configure the Activity Order setting so that is based on Creation date?
Solution:
The Activity Order setting currently does not have an option based on Creation date.
The following Enhancement Request 1952981 has been submitted for consideration in a future release.
Enhancement Request 1952981: Add option for Activity Order setting in the Configuration Utility to change the order of automatic activities based on Creation date
Related KB articles:
Prioritizing automatic activities",Is it possible to configure the Activity Order setting so that is based on Creation date?
"Issue:
When attempting to delete a value from any capture field, the field repopulates with the deleted value.
When individually deleting characters from a Capture field using the Backspace or Delete key, attempting to delete the last character in the field triggers the issue.
Cause:
This is known issue submitted under the following Bug ID:
2173605 - Cannot completely delete field values in Validation using InPlace Editor""
Solution:
The permanent fix is included in the following TotalAgility versions:
FP4 TotalAgility 8.1.0.4 and higher
2025.2 and higher
Work around:
1) Disable the ""Show InPlace Editor"" option in the Validation form
2) Delete the field content in the ""Inplace Editor"" panel of the form instead of in the fields displayed
Sample image:",KTA 8.1 repopulates the field with the deleted value in the capture field workspace
"Outbound access is needed to 443 so the Integration Server(IS) can communicate with the tenant URL in Azure.
Inbound access is needed to 443 (or whatever port HTTPS runs on) to access the Integration Server Designer URL remotely.
Note:
By default, TotalAglity components on the Integration Server
do not
directly communicate with the database.
Database communication is done via the tenant URL.
However
, if the Integration Server executes DAS nodes or web service nodes then the relevant ports would also need to be open to allow the Integration Server to execute these activities.",Integration Server port for TTA Cloud
"1.) After configured session timeout duration under
Logon and authentication ->
User sessions,
then proceed to
System Tasks
under
Setting.
Timeout Warning Period
stand for duration before reach the session timeout, example below (set to 1 minute) means at 4th minutes if user session is idle, a warning will prompt at the screen.
2. Ensure the task
Process Session Timeouts
is
Active.
Please note that the
Interval
refer to the duration that the system will check if there is any user idle time is = or > than the duration preconfigured in step 1. (Additionally, also need consider the
Timeout Interval
before the user session is killed and drop from DB)
3.) Once the user session successfully killed and drop from DB, we will see the screen display as below:",User Session Timeout doesn't work as expected
This bug is solved in TA 8.1.0.5,Change in format locator behavior in TD since upgrade to 8.1
"TotalAgility is a database dependent application. Therefore, a high volume of SQL traffic can is expected. Even with no users in the system and no jobs being progressed, TotalAgility services are continuously polling the database looking for work to perform.
TotalAgilty uses
SQL Connection Pooling
to reuse existing connections to the database. This is for positive performance to prevent a new connection being created each time a query is executed. This explains the high volume of login and logouts:
Login -> Obtaining a connection from the pool
Logout -> Releasing a connection back to the pool
Keywords:
login
logout",Is it normal to have a high volume of Log On and Off events against the TotalAgility database with no activity
"Set this value to 10,000 or below.",Save button in TMS not responding after upgrading to 8.0 or higher
"7.11.0.26
2174837, 27883825:
The data from the documents was not displayed in Kofax Analytics for TotalAgility.
""The given key was not present in the dictionary"" at stack line: Kofax.Reporting.ETLAgent.ORM.ETLLogic.Supplement.
SupplementDocDimAggr
Triggered by document data without any associated sessions, which should generally not be possible.
7.11.0.20
2134847, 26972343:
The Reporting process failed with the following error: ""Cannot insert duplicate key in object 'dbo.@p'"" (OrmGroupValue)
Indicated by stack trace line: Kofax.Reporting.ETLAgent.ORM.Functional.
OrmGroupValue
.Download
2134379, 26970075:
An error occurred when reporting tried to add duplicate entries to the ""doc_accum_fact"" table.
Details:
[Reporting] OrmDocAccumFact: An item with the same key has already been added
2132112, 26971920:
When an API call was used to classify documents in TotalAgility, the Category and Classification group displayed as 'Not Set' in Kofax Analytics for TotalAgility.
For details see
Documents in KAFTA show Not Set for Category and Classification Group
7.11.0.17
2108544, 26798511:
When the debug.txt file existed, it caused the ETL process to become unresponsive with high CPU, and no logs were written.
Before this fix, if C:\debug.txt was present, then the reporting service would just loop (with high CPU), waiting for a debugger to be attached.
TotalAgility does not create C:\debug.txt, so this is only applicable if someone or some application is creating this file.
7.11.0.16
2104403, 26881799
The ""DeleteMachineDim"" query, which was responsible for deleting machine dimension records as part of the reporting retention process, timed out.
7.11.0.14
2089364, 26846166:
When ""UpdateDocumentTypeWithConfidence"" was used to set a document type with the previously recorded confidence value, the confidence value was not retained.
7.11.0.7
1982238, 26734153:
The renamed categories appeared twice in the Reporting database.
When reporting data processed in a previous version resulted in the same category name with a different ID (for example, if a category had been renamed), this stopped reporting processing with the following error in the logs: An item with the same key has already been added.
This is a generic error, but this particular issue can be identified by the following line referencing categories in the stack trace:
Kofax.Reporting.ETLAgent.ORM.Functional.OrmTaCategories.Download
7.11.0.6
1979111, 26738342:
The processing of Web Services Addressing (WSA) messages failed with the following error: ""Cannot insert duplicate key in object 'dbo.@p' (OrmRejectNote).""
7.11.0.4
1955421, 26680180:
The updated data could not be loaded in Kofax Analytics for TotalAgility as etl_job_key was not updated.
This bug was introduced in 7.11.0.0 and affects the most important tables in reporting (field_accum_fact, path_dim, batch_dim, doc_dim, page_dim, batch_accum_fact, doc_accum_fact), thus most of the data in KAFTA.
Field changes are a notable example: Field records are updated as needed in the field_accum_fact table. For example, when a document is created and extracted, a record for a field on the document has an initial value and indicates that it has not been changed. Later a user might change the field in validation and the record is updated. This bug causes these updates to not update the date on the record. Thus KAFTA never knows that the data has been updated.
Depending on exact timing, KAFTA may only have the initial record with the initial value and no field change recorded. This can mean that Capture Resource Productivity report will be missing most field changes.
7.11.0.2
1936109, 26664873:
The backlog of wsa_messages in the Reporting_Staging database logs displayed the following errors: ""Index was outside the bounds of the array."" and ""The given key was not present in the dictionary"".
This issue only affects multitenant systems (Azure/OPMT).
7.11.0.1
1923252, 26619818:
During the purge of documents, the performance of ""DeleteBatchSessSnapshotFact"" Performance was not as expected.
1922388, 26596799:
The time spent statistics for documents were inaccurate.",Reporting issues resolved in KTA 7.11 Fix Packs
"It is essential to read and follow these instructions rather than just running the script as-is.
Download the
Database Information Script from here
.
If the TotalAgility and TotalAgility_Documents databases are in different SQL Server instances, then use these separate scripts:
TotalAgility (without Documents database)
TotalAgility_Documents (without main database)
Requires VIEW SERVER STATE permission on the server
Replace all [TotalAgility] with name of your TotalAgility database eg [TotalAgility] with [TotalAgility_UAT] or for OPMT replace all [TotalAgility] with the name of your tenant main database eg [TotalAgility_Tenant]
Replace all [TotalAgility_Documents] with name of your TotalAgility Documents database eg [TotalAgility_Documents] with [TotalAgility_Documents_UAT] or for OPMT replace all [TotalAgility_Documents] with the name of your tenant Documents database eg [TotalAgility_Tenant]
Replace all [TotalAgility_FinishedJobs] with name of your TotalAgility Finished jobs database eg [TotalAgility_FinishedJobs] with [TotalAgility_FinishedJobs_UAT]. For OPMT replace all [TotalAgility_FinishedJobs] with the name of your tenant FinishedJobs database eg [TotalAgility_Tenant]
For OPMT, replace all [dbo] with [live] or [dev] as per the OPMT deployment type.
Then right-click on the query window, Results To, and select ""Results to file""
Execute
Once the queries complete, please attach the results RPT file to your Kofax Support case
Level of Complexity
Easy",Technical Support Database Information Script
"Issue:
Does TotalAgility support TLS only connections to cloud-based smtp services like Mimecast or O365?
There is a checkbox for SSL, but nothing for TLS.
Solution:
KTA supports TLS and that checkbox for SSL also applies to TLS in the Email Server (SMTP) configuration located under System Settings > System of KTA Designer.
Please consult the following for more information:
Configure email activity with TLS
Configure email server (SMTP)",Does TotalAgility support TLS only connections to cloud-based smtp services like Mimecast or O365?
"There is no method to hide this column. The following Enhancement Request has been submitted:
ER 2180517 - Hide document type ""Type"" column in document review activity
Feel free to open a new support case to check on the status of this Enhancement Request. Please be sure to reference this KB article.","Hide document type ""Type"" column in document review activity"
"It is not a requirement to operate KTA via a proxy server. And as such, the information provided in this document is meant to provide general guidance only.
There may be other considerations which you may need to discuss with your local IT team.
Below you will find general guidance on the considerations to be given to the configuration in order to facilitate the communications.
1. Whitelist the following URL's on the proxy:
https://licenseapi.kofax.com/Service.svc
https://www.googleapis.com/oauth2/v4/token
https://vision.googleapis.com/v1/images:annotate
2. Setup Transformation Service & Clarity extraction to use proxy
a)
Add adapted
system.net
section similar to below to both config files
For Transformation Designer (if installed):
C:\Program Files (x86)\Kofax\TotalAgility\Transformation Designer\Kofax.ProjectBuilder.exe.config
For Transformation Server:
C:\Program Files\Kofax\TotalAgility\Transformation Server\Kofax.CEBPM.CPUServer.ServiceHost.exe.config
If using
OPMT
C:\Program Files (x86)\Common Files\Kofax\Server\ExtractionProcess.exe.config (This is copied on an from Kofax.CEBPM.CPUServer.ServiceHost.exe.config on an On-Premise system)
<system.net>
<defaultProxy enabled=""True"" useDefaultCredentials=""True"">
<proxy bypassonlocal=""false"" proxyaddress=""
http://proxy.domain.com:8080
"" />
<bypasslist>
<add address=""127\.0\.0\.1"" />
<add address=""localhost"" />
<add address=""10\.\d{1,3}\.\d{1,3}\.\d{1,3}"" />
<add address=""172\.16\.\d{1,3}\.\d{1,3}"" />
</bypasslist>
</defaultProxy>
</system.net>
Note:
This was added between the </exceptionHandling> and <unity tags.
* Adapt the proxy address attribute as appropriate for the proxy.
* Adapt bypass list addresses entries as required. You will need to ensure access to other KTA servers bypass the proxy.
* Address attribute values need to be regular expression type format, e.g. periods need to be escaped to \.
b)
Add *system* environment variable:
Variable Name = HTTPS_PROXY
Value =
http://proxy.domain.com:8080
Adapt value as appropriate for the proxy.
(If required adapt the values for the HTTP_PROXY system environment variable similarly.)
3.
Restart the transformation service and IISRESET.
4.
Test runtime Clarity extraction.
Note: In an environment where there are multiple Transformation Servers you will need to configure each Transformation Server as required.
If the customer requires further assistance they should reach out to Microsoft Support for further guidance into configuring a proxy server.
Level of Complexity
Moderate",Configure KTA to connect to Kofax Clarity via proxy
"Although we have implemented configurations that should not cause any issues in terms of access to the environments and usability, you may still need to whitelist the new URL's in your environment, for instance.
The change in URL is to reflect our new company name.
Cloud customer will observe a popup message alert advising of the above changes when logging into the TotalAgility Designer.
Details of when the changes will take effect can be seen on the
Cloud Status Page.
As part of this upgrade, the old URL's will be redirected to the new URL's.
Note: Tenants that use SSO may need to consider updating their SSO configurations to account for the URL change.",Change of URL for TotalAgility Cloud Customers
"Issue:
How to resolve an issue where Email server (SMTP) encounters the following error?
Error Description : Service not available, closing transmission channel. The server response was: 4.3.2 The maximum number of concurrent server connections has exceeded a per-source limit, closing transmission channel
Solution:
Below are some options to resolve this issue:
Option 1:
Set the
MaxInboundConnectionPerSource
parameter from 20 to Unlimited in Exchange server.
Option 2:
Setting up a new receive connector for Exchange:
https://docs.microsoft.com/en-us/exchange/mail-flow/connectors/receive-connectors
Option 3:
Scheduling a nightly restart of the
Kofax TotalAgility Core Worker
service to close any SMTP connections to the Exchange server from KTA.
Note: The Email server (SMTP) configuration does not include any settings that could be adjusted for this issue.",How to resolve an issue where Email server (SMTP) encounters the following error?
"Issue:
How to resolve an issue where Transformation Designer is unable to open a project with following error?
Failed to load project because: Invalid XML format for node 'MaxClassID' detected. Please update to the new version.
Solution:
This issue is normally caused by a mismatch in KTA versions so please ensure that all servers in the environment are at the same fix pack level. A similar error can also appear when importing a package that was created with a higher fix pack level than the system to which the package is being imported.
Please note that KTA 7.10.0.10 and KTA 7.10.0.8.FIX18074 fixes Bug 1848992 where the attribute ""MaxClassId"" no longer exists in the xml and the id is now determined dynamically.
Bug 1848992: [7.10.0.10] COD 18074 - ""The extraction group could not be saved"" error occurs when trying release an extraction group after adding a new document type to an extraction group in KTA Designer
Note:
If this issue still persists then it is recommended to delete this EG and import a version of this EG before it had that problem.",How to resolve an issue where Transformation Designer is unable to open a project with following error?
"As stated in the
Product Lifecycle Policy
document:
Customers who desire product roadmap feedback should contact their Tungsten Automation Sales representative who can further engage appropriate Product Marketing or Product Management staff to provide such information, which is typically done via an interactive session.
Lifecycle Policies and End of Support Dates",How to get a copy of the TotalAgility Product Map
"See instructions in the following article:
Integration Server changes needed when a Cloud/OPMT URL changes",Core Worker service not starting after upgrading Integration Server to v8.1
"The .NET Assembly for a store must have a strong name and a different assembly version each time it is updated in the store.
The assembly version must be set to auto-increment. To do so follow the steps below.
Open Visual Studio and open the solution.
Select the project.
Right-click the selected project and click
Properties
>
Application
>
Assembly Information
.
In the
Assembly version
field, enter the version. For example, to start version, enter ""1.0.*"".
Alternatively, you can also set the version in the assemblyinfo.cs file.
Click
OK
.
The assembly will also need to be signed by using the
Signing
tab in a project's
Properties
dialog box in Visual Studio.
Product documentation has incorrectly suggested setting the version to ""1.0.0.*"" and this has been reported as a bug. For correct behavior with version numbers, it is important that the asterisk is place of the third number as shown above, not the fourth. Explanations and additional information:
c# - How to have an auto incrementing version number (Visual Studio)? - Stack Overflow
AssemblyVersionAttribute Class (System.Reflection) | Microsoft Learn
Reported as Bug 2168655:Incorrect instructions for Auto incrementing the assembly version
Once the DLL properties have been set to the above, any new version of the DLL uploaded to the store will be automatically picked up at runtime.",Latest DLL version in Store not being picked up
"Beside waiting for the fixpack 8.1.0.3 there is a workaround available for TTA 8.1.0.1
You can download the
TungstenTotalAgility-8.1.0.1.zip
file attached and follow the instruction you will find in the readme file
Please note that in the indicated folder C:\Program Files\Tungsten\TotalAgility\Agility.Server.Web\Designer you could found two files with the indicated format, you need to modify the one which start with
@import""
https://fonts.googleapis.com/css2?family=Red+Hat+Display:ital,wght@0,300..900;1,300..900&display=swap"";
REFERENCES",TTA Designer layout corrupted when after installing 8.1.0.1 fixpack with no internet access
"In Kofax Front Office Server 4.3 and Kofax TotalAgility 7.8 and lower, the Kofax MFP Emulator creates Debug-level log files by default. The current log file is called
KfsMfpDemo.log
and older log entries are stored in up to 10 archive log files (
KfsMfpDemo.log.1
,
KfsMfpDemo.log.2
, etc.)
To view MFP Emultator Debug Log entries:
Navigate to the folder where the MFP Emulator executable (
MFP_Emulator.exe
) is located
Open
KfsMfpDemo.log
in a text editor such as Notepad to view the most current log entries
Open
KfsMfpDemo.log.1
,
KfsMfpDemo.log.2
or any other
KfsDemo.log.
n
archive file in a text editor such as Notepad to view older log entries.
If
Tungsten Automation Technical Support
requests MFP Emulator logs, please zip up
KfsMfpDemo.log
and all archive
KfsMfpDemo.log.
n
files and attach the zip package to the Support Case.
These instructions work with the MFP Emulator downloaded from Kofax Front Office Server 4.3 and Kofax TotalAgility 7.8 and lower. For the Kofax TotalAgility 7.9 and higher MFP Emulator, see
MFP Emulator Debug Logs KTA 7.9 and higher
Level of Complexity
Easy",MFP Emulator Debug Logs
"Transition to Parascript engine
Starting with KTA 7.10 and KTM 7.0 the A2iA engine has been replaced with the Parascript engine.
The A2iA CheckReader functionality of the A2iA locator has been replaced with a new Parascript Check locator. When opening a project containing an A2iA CheckReader configuration, the locator will be converted into the new Parascript locator.
A2iA FieldReader functionality of the A2iA locator has been replaced with Parascript zonal recognition profiles for reading handwriting, which can be used in an Advanced Zone Locator like any other recognition profile. When opening a project containing an A2iA FieldReader configuration, the locator will be converted into an AZL configured to use the Parascript zonal profile.
In both cases this process will configure Parascript as closely as possible to the original A2iA configurations, however because some functionality differs between the two engines, manual testing and adjustment will be necessary.
Note that the A2iA engine remains in the product, which will allow for comparing existing A2iA configurations to new Parascript configurations.
For further reference a short demonstration is available in
Kofax Learning Cloud
.
See Also:
Parascript/A2iA Feature Compatibility
Level of Complexity
Moderate",A2iA Engine End of Life
"If upgrading to v7.8 or v7.9, the attached
FindMissingBinaryData.sql
can be used to identify missing binary data. This should be run on a restored copy of the pre-upgraded
TotalAgility_Documents
database. Raise a case with
Tungsten Automation Technical Support
with the results attached. A script can be provided to update the entries that have missing binary data.
If upgrading to v7.10+, the Data Layer Migration will automatically detect the missing binary data. The user performing the upgrade will then be prompted to ""Ignore broken folders"".
Level of Complexity
Moderate",KTA 7.8+ DataLayer Migration - The given key was not present in the dictionary
"Upgrade to 8.0.1.5+ or 8.1.0.1+.
To mitigate the issue before a fix can be applied, do the following:
Import the
Online Learning Folders
utility
If you have a previous version you must update to the version posted 2024-10-22, and
You must check Overwrite on the bottom right corner of the package import screen. Otherwise, the dll is not updated.
Open OnlineLearningFolders.form in the workspace
For each row
Click on the row and click the Check Size button
Look at the Folder extension data value
If this has a large* size, then this is likely to be causing a problem
To stop a large* DSKB from causing errors, you must delete it with the Delete DSKB button (This does not affect the collected New Samples.)
Although not a required step to prevent errors, importing new samples into the project (and training and releasing the project) will bring the project training in line with the data the DSKB had been trained with.
Once large DSKBs are deleted and errors stop, consider disabling the
Online Learning system task
to prevent the issue from reoccurring. If left running, you will need to monitor the growth of the DSKBs and likely need to perform these steps again.
*Large: What counts as a large DSKB?
If the DSKB gets to 2 GB, errors are guaranteed. But even well under this size, the DSKB might be too large to load into memory in ExtractionProcess.exe.",Online Learning DSKB grows exponentially until crashing ExtractionProcess.exe
"Open regedit to HKEY_LOCAL_MACHINE\Software\WOW6432Node\Kofax Image Products\Ascent Capture\3.0
Change the key AppTitle from default value Total Agility to a blank value.
Now KEC Text 1.1 can be installed.
The AppTitle key can be changed back to the initial value, but there is no need or benefit.
This has been reported as the following bug:
New ID: Bug 243689: [KEC-Text 1.1 ]Fail to install KEC using the KTA 7.11 Export Connector Configuration tool
Old ID: Bug 1841694:[KEC-Text 1.1 ]Fail to install KEC using the KTA 7.11 Export Connector Configuration tool",Kofax Export Connector 1.1.0 for Text will not install
"This also known as favicon. You can configure this in Designer ->
System
->
System settings
->
System
->
General->
Appearance->Browser tab icon.
See the help for more details",Browser tab icon
"1.-
Ensure that your support maintenance renewal contract is up to date. If not, contact your TA renewals specialist, or if you don't know who that is, use the following email to seek advice on your renewal date:
renewals@tungstenautomation.com
2. If you requested a TA license Addon (extra volume added to your perpetual / or TERM license) and you want to renew or remove it, please contact Sales support well in advance of the expiry date at:
https://www.tungstenautomation.com/contact-us/sales-support
3. If you check you TA license Utility and have an incorrect license expiration date or you think that license shouldn't have one, contact Sales Support:
https://www.tungstenautomation.com/contact-us/sales-support
4. If you need to extend the expiration date for an emergency situation, please fill the temp code form with ""evaluation date"" as reason:
https://activatelegacy.kofax.com/support/activationtemp/tempcode.aspx
Apply the temporary license. Please then contact Sales Support for a permanent solution.
If you have a Technical problem when requesting or activating the code, contact Technical Support.",How To Avoid License Expiry
"TotalAgility 8.0 and later
In TotalAgility 8.0 and higher, field retention no longer exists as a separate concept. See
TotalAgility Reporting Document Data Retention.
TotalAgility 7.11 and earlier
Reporting on fields can add up to a significant amount of data at scale, which it is why it is important to have a retention period to limit how long the data is kept. By default, KTA reporting data related to fields is configured to only be retained for 5 days. By contrast,
document level reporting data
is configured by default to be retained for 3650 days (ten years).
These settings can be adjusted in the KTA Designer under System > System Settings > Database, retention, and reporting > Reporting Server > Data retention period.
For KTA 7.5 and earlier: System Settings > Settings > General > Reporting > Field Retention Time.
Field Data in KTA Reporting
Which fields are included in reporting?
By default, all fields are included in reporting data. The amount of field data accumulated by reporting can be reduced by unchecking Include in Analytics on individual fields that are not needed for reporting. This option is visible when opening the Extraction Group in the KTA Designer (not Transformation Designer). Preventing unneeded field data from being collected can be beneficial for reducing the amount of data processed by the reporting services, as well as the total amount of data retained in the field_accum_fact table. This can be especially important if there is a need to increase the retention period.
When is data removed if it is older than the Field Retention Period?
At the end of a successful run of the Reporting system task. In other words, when the Reporting service is processing successfully. The Reporting system task defaults to running every minute.
What date is used for retention of field data?
The last reporting session that the field was involved in (field_accum_fact.dt_last_sess). For example, if a validation activity were opened, then that would be a session that included all of the fields of all of the documents in the activity.
What if reporting data is not able to be processed for a duration longer than the Field Retention Period?
When it is eventually able to process successfully, the retention process will happen as normal, meaning that data older than that period would be immediately deleted. For example, this would mean that the data would be deleted before a process like the KAFTA data load would be able to access it.
What Data is Removed
Technically the field data retention process only affects the field_accum_fact table, however because of the
interaction with the document data retention process
, the shorter field data retention period will also affect tables field_dim, field_column_dim, and field_aggregate_fact. So effectively the field retention period affects:
field_accum_fact
field_dim
field_column_dim
field_aggregate_fact
Potential Actions to Take During a Reporting Processing Outage
If reporting data is not able to be processed for a period that will be longer than the Field Retention Period, then this would lead to a gap in field data, because it will be removed by the retention process once processing resumes. If field data is needed, then to avoid a gap you would need to lengthen the Field Retention Period to longer than the duration of the outage,
before allowing successful processing of reporting data
.
For example:
An issue occurs that prevents processing of reporting data (either the service is not running, or it is not processing successfully)
By the time a solution will be available, 7 days will have passed. This is longer than the default Field Retention Period, but the field data has not been deleted yet, because it only happens during successful processing.
Before the solution to the problem is implemented increase the Field Retention Period To 8 days or more.
Once processing begins, the field data will not be lost because of the longer Field Retention Period.
However, it is simpler to just use a very high value such as 1000 than to try to determine an exact number of days for a particular issue.
Then once the backlog of data is processed, the Field Retention Period can be returned to the intended value, such as the default of 5 days.
Field Data in KAFTA
If field data only exists for the past five days, how are reporting solutions such as KAFTA supposed to report on historical data?
The Field Fact record in the KAFTA project stores the records it loads from the field_accum_fact table, for the timespan of the data load that is being performed. When KAFTAs Hourly Execution Plan runs on a schedule, it executes from Last successful load date to Current time, rounded to the beginning of hours. This means that when it is running on schedule, it is always only storing the most recent hour.
What happens if KAFTAs Hourly Execution Plan is not able to be processed for a duration longer than the Field Retention Period?
When it is eventually able to process successfully, it will only have field data for the duration of the Field Retention Period, leaving a gap for any time longer than that when the execution plan was not able to run.
Potential Actions to Take During an Insight/KAFTA Processing Outage
If KAFTAs Hourly Execution Plan is not able to be processed for a period that will be longer than the Field Retention Period, then this would lead to a gap in field data, because the data older than that will no longer be present. If field data is needed, then to avoid a gap you would need to lengthen the Field Retention Period to longer than the duration of the outage,
before the Field Retention Period has passed since the start of the outage
.
For example:
An issue occurs that prevents processing of KAFTAs Execution Plans and the outage has not been solved after 4 days.
To keep field data and avoid a gap, the default 5 day Field Retention Period need to be increased before the Field Retention Period has passed.
The Field Retention Period needs continue to be increased to be larger than the duration of the outage
Once the execution plans are able to run successfully, the field data will not be lost because of the longer Field Retention Period.
Level of Complexity
Moderate",Kofax TotalAgility Reporting Field Retention Period
"KTA can send and receive SMTP messages, but it is not a relay. For example, you can configure an Import Source from an SMTP server, which will import the message into a KTA workflow. It can also send email as a notification from Message Connector as an import alert, or from an Email activity within a process.
If necessary, SMTP can be authenticated for outbound emails, or in Message Connector it can be disabled completely. Check the relevant documentation from the product documentation page.",SMTP Security Issue
"The OmniPage bug was addressed in the OmniPage fix pack OPCSDK-22.1.0.4.
As noted in the release notes for version 8.0.1
Resolved issues
:
Bug 2085359:[8.0.1] Could not perform recognition due to an internal OmniPage error: Recognition process hard TimeOut
Within this bug report, under the section ""How was this fixed"", it states:
Updated the OmniPage CSDK to 22.1.0.4 which resolved the mentioned issue.
Therefore, the issue reported in this case was indirectly fixed by Bug 2085359 in version 8.0.1.","TotalAgility 8.0: There was an error reading from the pipe: The pipe has been ended. (109, 0x6d)"
"Download:
ChangeIntegrationServerTenant.zip
The main reason to use this utility is that the Configuration Utility included in product versions up through TotalAgility 8.1 are not able to successfully change these settings:
In 8.1 the Configuration Utility does not update the settings in all the correct places, leading to errors and requiring manual config file updates. For details see the following articles:
Integration Server changes needed when a Cloud/OPMT URL changes
Integration Server changes needed when a Cloud/OPMT Session ID changes
In 8.0 the configuration utility had no option to update the Session ID, and updating the URL was subject to the same problem above.
In 7.11, the configuration Utility was disabled for Integration Server entirely. Any change required manually updating all config files.
Below shows an example of the output when using the utility to update the URL/SessionID and then restart services to take effect.",Change Integration Server Tenant Utility
"You can control they way resources access to Designer as follows...
You would need to enable the ""Manual authentication"" mode within the TA Config Utility.
Then, you can create/configure the TA resources as follows...
On Designer go to -> Resources -> Individuals and select any user
Move to the Membership tab -> Associated groups...
There you can configure the edited resource to belong to the ""Administrators"" group or to the ""Designers"" group, behaving as follows....
When the resource belongs to the ""
Designers
"" group (only), it will be able to access Designer -> System -> System settings but only the groups/items below will be visible...
If the resource belongs to the ""
Designers
"" and to the ""Administrators"" groups (both), it will be able to access Designer -> System -> System settings and ALL groups/items will be visible...
(including the License Servers and Statistics)
So, you would need to configure the resources you don't want to have access to the ""License servers and statistics"" as belonging ONLY to the ""Designers"" group.",How to limit the access to the Server Statistics
"The system session ID would change either if it was regenerated in the Designer, or if pointing an existing Integration Server to a new tenant with a different system session ID. There are multiple options for how to make the changes.
Uninstall/Reinstall
When the System Session ID in a Cloud/OPMT system is changed, one option to fix the Integration Server is to simply uninstall/reinstall and provide the updated System Session ID in the installer. If needed, this also lets you provide an updated tenant URL at the same time. Integration Server has no local database and usually has no local configuration (edge case Message Connector settings may be an exception), so uninstall/reinstall is often a good option. Export connectors may need to be reinstalled, but export connector mappings persist in the database.
Separate Utility
Instead of the manual changes needed below, consider using the
Change Integration Server Tenant Utility
.
Config file changes with Config Utility
To make the change using the Config Utility, you would change the System Session ID on the Core Worker tab, then click Save.
Unfortunately, there is a bug such that the utility does not update all of the appropriate config files, and this would leave the system with the following problems:
Export connectors will fail to register
Exporting processes from the IS designer will fail
To resolve this, after using the utility to change the System Session ID, then manually change the SystemSessionId value in the following files:
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.StreamingService.exe.config
C:\Program Files\Tungsten\TotalAgility\Agility.Server.Web\bin\Agility.Server.StreamingService.exe.config
And manually change ""DefaultSessionId"" in the following file:
C:\Program Files (x86)\Tungsten\TotalAgility\ExportConnectors\bin\RegAscSc.exe.config
Then restart IIS and services.
Manual config file changes
Without using the config utility, you can manually change SystemSessionId in these files:
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.Core.WorkerService.exe.config
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.Core.ExportWorker.Host.exe.config
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.Core.ExportService.exe.config
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.Core.Executor.exe.config
C:\Program Files\Tungsten\TotalAgility\CoreWorkerService\Agility.Server.StreamingService.exe.config
C:\Program Files\Tungsten\TotalAgility\Agility.Server.Web\bin\Agility.Server.StreamingService.exe.config
C:\Program Files\Tungsten\TotalAgility\Agility.Server.Web\web.config
And manually change ""DefaultSessionId"" in the following file:
C:\Program Files (x86)\Tungsten\TotalAgility\ExportConnectors\bin\RegAscSc.exe.config
Then restart IIS and services.
Note: for versions older than 8.1, replace Tungsten with Kofax in the folder paths.",Integration Server changes needed when a Cloud/OPMT Session ID changes
